0 1 2 3 4 5 6 7 8 9 10 11 12 13
TG329 13 11 29.43 -24 25 14.2 P 8 19.97 0 0.0 0.0 Program
TG330 13 4 54.8 -23 24 25.7 P 8 19.8 0 0.0 0.0 Program
TG331 13 4 21.9 -23 49 57.2 P 8 19.79 0 0.0 0.0 Program
TG332 13 4 32.61 -23 46 2.2 P 8 19.83 0 0.0 0.0 Program
TG333 13 3 26.08 -24 9 58.6 P 8 19.9 0 0.0 0.0 Program
TG334 13 10 16.57 -23 21 27.5 P 8 19.8 0 0.0 0.0 Program
TG335 13 11 44.05 -24 3 45.4 P 8 19.96 0 0.0 0.0 Program
TG336 13 10 11.24 -24 44 44.3 P 8 19.91 0 0.0 0.0 Program
TG337 13 7 56.55 -23 26 2.1 P 8 19.78 0 0.0 0.0 Program
TG338 13 8 56.88 -23 45 54.0 P 8 19.82 0 0.0 0.0 Program
TG339 13 10 59.4 -24 36 50.7 P 8 19.17 0 0.0 0.0 Program
TG340 13 4 35.49 -24 39 28.6 P 8 19.72 0 0.0 0.0 Program
TG341 13 4 48.54 -24 27 8.6 P 8 20.0 0 0.0 0.0 Program
TG342 13 6 19.14 -24 50 27.5 P 8 19.6 0 0.0 0.0 Program
TG343 13 11 43.15 -24 15 39.7 P 8 18.9 0 0.0 0.0 Program
TG344 13 8 31.7 -23 30 55.5 P 8 19.57 0 0.0 0.0 Program
TG345 13 9 32.2 -24 29 45.3 P 8 19.17 0 0.0 0.0 Program
TG346 13 4 42.6 -23 32 33.6 P 8 19.58 0 0.0 0.0 Program
TG347 13 7 24.5 -24 26 44.3 P 8 18.67 0 0.0 0.0 Program
TG348 13 9 47.49 -23 48 1.0 P 8 19.87 0 0.0 0.0 Program
TG349 13 4 56.2 -23 19 38.6 P 8 19.67 0 0.0 0.0 Program
TG350 13 6 34.7 -24 25 41.1 P 8 19.18 0 0.0 0.0 Program
TG351 13 5 26.82 -23 38 38.5 P 8 19.33 0 0.0 0.0 Program
TG352 13 10 23.08 -23 54 9.2 P 8 19.9 0 0.0 0.0 Program
TG353 13 6 12.91 -24 29 25.1 P 8 18.41 0 0.0 0.0 Program
TG354 13 4 53.64 -24 10 30.9 P 8 19.9 0 0.0 0.0 Program
TG355 13 3 26.71 -24 9 2.9 P 8 18.64 0 0.0 0.0 Program
TG356 13 6 17.38 -23 22 59.1 P 8 19.51 0 0.0 0.0 Program
TG357 13 5 19.35 -24 32 20.4 P 8 19.95 0 0.0 0.0 Program
TG358 13 9 20.2 -23 9 15.9 P 8 18.85 0 0.0 0.0 Program
TG359 13 8 30.95 -23 22 46.8 P 8 19.11 0 0.0 0.0 Program
TG360 13 8 29.52 -24 43 38.7 P 8 19.74 0 0.0 0.0 Program
TG361 13 8 34.62 -24 15 4.9 P 8 18.87 0 0.0 0.0 Program
TG362 13 3 40.74 -23 41 41.3 P 8 19.01 0 0.0 0.0 Program
TG363 13 4 0.77 -24 15 48.5 P 8 19.92 0 0.0 0.0 Program
TG364 13 7 12.47 -23 15 54.6 P 8 19.17 0 0.0 0.0 Program
TG365 13 3 11.92 -23 59 9.6 P 8 18.37 0 0.0 0.0 Program
TG366 13 7 24.86 -23 7 59.9 P 8 19.76 0 0.0 0.0 Program
TG367 13 7 34.96 -24 33 57.5 P 8 19.54 0 0.0 0.0 Program
TG368 13 8 46.78 -24 17 29.9 P 8 19.96 0 0.0 0.0 Program
TG369 13 4 17.07 -23 25 32.8 P 8 19.71 0 0.0 0.0 Program
TG370 13 7 39.66 -23 30 30.8 P 8 19.78 0 0.0 0.0 Program
TG371 13 7 45.95 -23 3 35.0 P 8 19.25 0 0.0 0.0 Program
TG372 13 5 15.29 -23 23 57.2 P 8 19.3 0 0.0 0.0 Program
TG373 13 6 45.56 -24 15 13.1 P 8 19.95 0 0.0 0.0 Program
TG374 13 4 35.61 -24 12 49.1 P 8 18.4 0 0.0 0.0 Program
TG375 13 10 40.56 -24 39 29.0 P 8 19.73 0 0.0 0.0 Program
TG376 13 8 54.87 -24 8 32.7 P 8 19.7 0 0.0 0.0 Program
TG377 13 6 24.9 -24 43 6.2 P 8 18.89 0 0.0 0.0 Program
TG378 13 7 26.44 -23 31 58.3 P 8 18.83 0 0.0 0.0 Program
TG379 13 3 36.13 -24 18 37.2 P 8 19.96 0 0.0 0.0 Program
TG380 13 10 56.31 -24 25 51.3 P 8 19.11 0 0.0 0.0 Program
TG381 13 4 9.55 -23 35 19.1 P 8 18.41 0 0.0 0.0 Program
TG382 13 10 7.48 -23 28 55.9 P 8 19.83 0 0.0 0.0 Program
TG383 13 7 14.58 -23 6 58.5 P 8 19.78 0 0.0 0.0 Program
TG384 13 10 52.12 -23 22 15.5 P 8 19.87 0 0.0 0.0 Program
TG385 13 4 6.23 -24 13 46.8 P 8 19.93 0 0.0 0.0 Program
TG386 13 4 26.17 -23 30 40.9 P 8 19.79 0 0.0 0.0 Program
TG387 13 6 32.71 -23 13 47.3 P 8 19.54 0 0.0 0.0 Program
TG388 13 6 39.91 -24 36 12.7 P 8 19.01 0 0.0 0.0 Program
TG389 13 5 41.87 -24 54 46.9 P 8 19.79 0 0.0 0.0 Program
TG390 13 6 24.64 -24 11 55.3 P 8 19.24 0 0.0 0.0 Program
TG391 13 6 0.33 -24 13 40.6 P 8 18.94 0 0.0 0.0 Program
TG392 13 5 56.41 -23 9 24.7 P 8 19.5 0 0.0 0.0 Program
TG393 13 9 20.86 -23 50 22.7 P 8 19.17 0 0.0 0.0 Program
TG394 13 9 33.48 -23 20 41.2 P 8 19.94 0 0.0 0.0 Program
TG395 13 6 57.36 -24 5 51.5 P 8 19.84 0 0.0 0.0 Program
TG396 13 7 21.84 -23 11 49.4 P 8 19.17 0 0.0 0.0 Program
TG397 13 7 58.63 -24 26 25.8 P 8 19.74 0 0.0 0.0 Program
TG398 13 9 26.78 -23 11 11.6 P 8 19.98 0 0.0 0.0 Program
TG399 13 6 38.3 -24 21 26.6 P 8 19.91 0 0.0 0.0 Program
TG400 13 8 19.6 -23 38 53.1 P 8 19.67 0 0.0 0.0 Program
TG401 13 3 33.56 -24 24 28.7 P 8 19.92 0 0.0 0.0 Program
TG402 13 8 10.02 -23 6 21.3 P 8 18.36 0 0.0 0.0 Program
TG403 13 4 19.36 -23 48 29.9 P 8 19.98 0 0.0 0.0 Program
TG404 13 5 50.58 -24 32 11.7 P 8 19.94 0 0.0 0.0 Program
TG405 13 5 34.15 -23 34 10.8 P 8 19.81 0 0.0 0.0 Program
TG406 13 9 34.24 -23 17 30.7 P 8 19.58 0 0.0 0.0 Program
TG407 13 9 21.48 -24 5 27.6 P 8 19.14 0 0.0 0.0 Program
TG408 13 7 31.65 -23 4 9.8 P 8 19.92 0 0.0 0.0 Program
TG409 13 7 25.86 -23 16 30.7 P 8 19.41 0 0.0 0.0 Program
TG410 13 5 31.5 -23 38 9.0 P 8 19.95 0 0.0 0.0 Program
TG411 13 6 37.85 -23 13 1.0 P 8 19.98 0 0.0 0.0 Program
TG412 13 3 33.19 -24 0 46.3 P 8 19.8 0 0.0 0.0 Program
TG413 13 3 16.96 -24 10 17.6 P 8 19.07 0 0.0 0.0 Program
TG414 13 7 13.82 -23 7 10.9 P 8 18.59 0 0.0 0.0 Program
TG415 13 8 56.52 -24 16 30.6 P 8 19.01 0 0.0 0.0 Program
TG416 13 3 48.87 -24 27 7.5 P 8 19.33 0 0.0 0.0 Program
TG417 13 6 34.34 -23 55 54.8 P 8 19.58 0 0.0 0.0 Program
TG418 13 9 10.67 -24 51 1.6 P 8 19.32 0 0.0 0.0 Program
TG419 13 10 7.95 -24 12 13.6 P 8 19.76 0 0.0 0.0 Program
TG420 13 6 25.38 -24 7 58.0 P 8 19.1 0 0.0 0.0 Program
TG421 13 8 53.9 -24 30 22.5 P 8 17.16 0 0.0 0.0 Program
TG422 13 7 5.81 -23 1 51.6 P 8 19.82 0 0.0 0.0 Program
TG423 13 8 46.25 -23 47 35.4 P 8 19.82 0 0.0 0.0 Program
TG424 13 3 23.42 -23 58 20.5 P 8 17.63 0 0.0 0.0 Program
TG425 13 9 16.83 -23 35 8.1 P 8 19.83 0 0.0 0.0 Program
TG426 13 3 38.76 -24 16 17.0 P 8 19.88 0 0.0 0.0 Program
TG427 13 11 26.21 -24 3 39.0 P 8 19.37 0 0.0 0.0 Program
TG428 13 10 0.06 -23 55 31.8 P 8 18.55 0 0.0 0.0 Program
TG429 13 8 49.85 -23 33 15.9 P 8 19.71 0 0.0 0.0 Program
TG430 13 4 49.18 -24 19 59.2 P 8 19.64 0 0.0 0.0 Program
TG431 13 11 30.44 -24 4 56.3 P 8 19.78 0 0.0 0.0 Program
TG432 13 5 0.43 -23 28 46.8 P 8 19.98 0 0.0 0.0 Program
TG433 13 9 2.88 -24 46 14.8 P 8 19.56 0 0.0 0.0 Program
TG434 13 6 45.06 -24 37 0.8 P 8 18.95 0 0.0 0.0 Program
TG435 13 3 30.17 -23 49 20.9 P 8 18.49 0 0.0 0.0 Program
TG436 13 5 42.97 -23 34 9.3 P 8 19.53 0 0.0 0.0 Program
TG437 13 4 15.13 -23 48 6.9 P 8 19.38 0 0.0 0.0 Program
TG438 13 5 55.57 -24 43 38.4 P 8 19.99 0 0.0 0.0 Program
TG439 13 6 10.74 -24 38 49.8 P 8 19.59 0 0.0 0.0 Program
TG440 13 10 1.6 -24 47 16.3 P 8 19.73 0 0.0 0.0 Program
TG441 13 5 48.04 -24 22 6.5 P 8 18.33 0 0.0 0.0 Program
TG442 13 3 37.81 -24 26 15.7 P 8 19.99 0 0.0 0.0 Program
TG443 13 7 45.38 -24 50 32.6 P 8 19.86 0 0.0 0.0 Program
TG444 13 7 11.52 -24 43 45.8 P 8 19.68 0 0.0 0.0 Program
TG445 13 6 40.85 -23 11 19.6 P 8 19.93 0 0.0 0.0 Program
TG446 13 3 49.44 -24 14 13.1 P 8 19.3 0 0.0 0.0 Program
TG447 13 8 34.92 -24 19 38.0 P 8 19.85 0 0.0 0.0 Program
TG448 13 3 46.91 -24 15 55.7 P 8 19.96 0 0.0 0.0 Program
TG449 13 4 9.64 -23 48 3.3 P 8 18.95 0 0.0 0.0 Program
TG450 13 5 22.33 -24 48 17.0 P 8 19.47 0 0.0 0.0 Program
TG451 13 5 55.68 -23 25 6.0 P 8 19.94 0 0.0 0.0 Program
TG452 13 3 21.11 -24 0 31.8 P 8 19.93 0 0.0 0.0 Program
