RA DEC PROB
196.89 -24.0 135.23955552208974
197.23641016151376 -23.4 179.64678421292518
197.58282032302753 -24.0 129.57234603984733
197.23641016151376 -24.6 79.89465991584412
197.9292304845413 -24.6 98.04055044609527
196.5435898384862 -23.4 135.87445742265692
196.5435898384862 -24.6 18.22536081945218
196.19717967697244 -24.0 64.20857701071377
