_RAJ2000	_DEJ2000	Label	Plan	RA (ICRS)	DE (ICRS)	X	Y
----------	----------	---------------	----------	-------------	-------------	--------	--------
197.49670826595582	-24.454994086111224	Tag 0	CDS/P/2MASS/color	13:09:59.20998	-24:27:17.9787	 	 
197.3257343117474	-24.632962594660288	Tag 1	CDS/P/2MASS/color	13:09:18.17623	-24:37:58.6653	 	 
197.07222227192696	-24.440476373701475	Tag 2	CDS/P/2MASS/color	13:08:17.33335	-24:26:25.7149	 	 
197.19895319107962	-24.34491458775465	Tag 3	CDS/P/2MASS/color	13:08:47.74877	-24:20:41.6925	 	 
197.51087613282075	-24.226598948222563	Tag 4	CDS/P/2MASS/color	13:10:02.61027	-24:13:35.7562	 	 
197.567961160898	-24.555511040425237	Tag 5	CDS/P/2MASS/color	13:10:16.31068	-24:33:19.8397	 	 
196.98660229178324	-24.808200913992934	Tag 6	CDS/P/2MASS/color	13:07:56.78455	-24:48:29.5233	 	 
197.08215668931692	-24.841268509732057	Tag 7	CDS/P/2MASS/color	13:08:19.71761	-24:50:28.5666	 	 
197.2982471137567	-24.789943991375495	Tag 8	CDS/P/2MASS/color	13:09:11.57931	-24:47:23.7984	 	 
197.3799316913382	-24.753366055939885	Tag 9	CDS/P/2MASS/color	13:09:31.18361	-24:45:12.1178	 	 
197.47945992608504	-24.7663495293961	Tag 10	CDS/P/2MASS/color	13:09:55.07038	-24:45:58.8583	 	 
197.48817189183865	-24.825888596379666	Tag 11	CDS/P/2MASS/color	13:09:57.16125	-24:49:33.1989	 	 
197.49339759322686	-24.85774636479051	Tag 12	CDS/P/2MASS/color	13:09:58.41542	-24:51:27.8869	 	 
197.50226505722475	-24.629465267314703	Tag 13	CDS/P/2MASS/color	13:10:00.54361	-24:37:46.0750	 	 
197.43679770509914	-24.67184319565583	Tag 14	CDS/P/2MASS/color	13:09:44.83145	-24:40:18.6355	 	 
197.10409121849395	-24.613338616895515	Tag 15	CDS/P/2MASS/color	13:08:24.98189	-24:36:48.0190	 	 
197.18741987328468	-24.631055430388418	Tag 16	CDS/P/2MASS/color	13:08:44.98077	-24:37:51.7995	 	 
197.18287892769754	-24.691652452046373	Tag 17	CDS/P/2MASS/color	13:08:43.89094	-24:41:29.9488	 	 
197.25875907318084	-24.68530708728531	Tag 18	CDS/P/2MASS/color	13:09:02.10218	-24:41:07.1055	 	 
197.11331401698385	-24.693779125123065	Tag 19	CDS/P/2MASS/color	13:08:27.19536	-24:41:37.6049	 	 
197.08741462415347	-24.525585733229658	Tag 20	CDS/P/2MASS/color	13:08:20.97951	-24:31:32.1086	 	 
197.22239530169193	-24.56834065655445	Tag 21	CDS/P/2MASS/color	13:08:53.37487	-24:34:06.0264	 	 
197.22693285005545	-24.523413166311602	Tag 22	CDS/P/2MASS/color	13:08:54.46388	-24:31:24.2874	 	 
197.2647839559825	-24.4962058057863	Tag 23	CDS/P/2MASS/color	13:09:03.54815	-24:29:46.3409	 	 
197.3417558851658	-24.52011406041744	Tag 24	CDS/P/2MASS/color	13:09:22.02141	-24:31:12.4106	 	 
197.31195493287137	-24.5478502269297	Tag 25	CDS/P/2MASS/color	13:09:14.86918	-24:32:52.2608	 	 
197.32297154599516	-24.599545436945917	Tag 26	CDS/P/2MASS/color	13:09:17.51317	-24:35:58.3636	 	 
197.25577407738692	-24.612180750762644	Tag 27	CDS/P/2MASS/color	13:09:01.38578	-24:36:43.8507	 	 
197.36976027993882	-24.70445309478147	Tag 28	CDS/P/2MASS/color	13:09:28.74247	-24:42:16.0311	 	 
197.22542383214417	-24.963506288233095	Tag 29	CDS/P/2MASS/color	13:08:54.10172	-24:57:48.6226	 	 
197.33136790882014	-25.104505122832226	Tag 30	CDS/P/2MASS/color	13:09:19.52830	-25:06:16.2184	 	 
197.12075113588443	-25.055470196974753	Tag 31	CDS/P/2MASS/color	13:08:28.98027	-25:03:19.6927	 	 
197.08974556803386	-25.089404700738523	Tag 32	CDS/P/2MASS/color	13:08:21.53894	-25:05:21.8569	 	 
197.10687216677965	-24.999369174981357	Tag 33	CDS/P/2MASS/color	13:08:25.64932	-24:59:57.7290	 	 
197.2419720926482	-25.00063784446071	Tag 34	CDS/P/2MASS/color	13:08:58.07330	-25:00:02.2962	 	 
