_RAJ2000	_DEJ2000	Label	Plan	RA (ICRS)	DE (ICRS)	X	Y
----------	----------	---------------	----------	-------------	-------------	--------	--------
196.45654492690272	-23.850693598082525	Tag 0	CDS/P/2MASS/color	13:05:49.57078	-23:51:02.4970	 	 
196.45203743173053	-23.898838440037334	Tag 1	CDS/P/2MASS/color	13:05:48.48898	-23:53:55.8184	 	 
196.60107747425815	-23.882512437437423	Tag 2	CDS/P/2MASS/color	13:06:24.25859	-23:52:57.0448	 	 
196.63388035767747	-23.909752354662572	Tag 3	CDS/P/2MASS/color	13:06:32.13129	-23:54:35.1085	 	 
196.62190419182713	-23.81209996395479	Tag 4	CDS/P/2MASS/color	13:06:29.25701	-23:48:43.5599	 	 
196.43426029959525	-23.781181761116247	Tag 5	CDS/P/2MASS/color	13:05:44.22247	-23:46:52.2543	 	 
196.3249086174309	-23.866452994334107	Tag 6	CDS/P/2MASS/color	13:05:17.97807	-23:51:59.2308	 	 
196.28610632105824	-23.89546120066043	Tag 7	CDS/P/2MASS/color	13:05:08.66552	-23:53:43.6603	 	 
196.22233137073337	-23.886695257798575	Tag 8	CDS/P/2MASS/color	13:04:53.35953	-23:53:12.1029	 	 
196.1468790000508	-23.86490951083525	Tag 9	CDS/P/2MASS/color	13:04:35.25096	-23:51:53.6742	 	 
196.1504711936337	-23.918070960463996	Tag 10	CDS/P/2MASS/color	13:04:36.11309	-23:55:05.0555	 	 
196.23084993763842	-23.928802094505485	Tag 11	CDS/P/2MASS/color	13:04:55.40399	-23:55:43.6875	 	 
196.08806991953023	-23.915071586573877	Tag 12	CDS/P/2MASS/color	13:04:21.13678	-23:54:54.2577	 	 
196.043953427007	-23.928188395710553	Tag 13	CDS/P/2MASS/color	13:04:10.54882	-23:55:41.4782	 	 
196.04496451374237	-23.890557982675283	Tag 14	CDS/P/2MASS/color	13:04:10.79148	-23:53:26.0087	 	 
195.9172050565713	-24.10067747645961	Tag 15	CDS/P/2MASS/color	13:03:40.12921	-24:06:02.4389	 	 
196.01861571508215	-24.16429746705404	Tag 16	CDS/P/2MASS/color	13:04:04.46777	-24:09:51.4709	 	 
195.82106626304295	-24.22201183319649	Tag 17	CDS/P/2MASS/color	13:03:17.05590	-24:13:19.2426	 	 
195.75266824691252	-24.118045582305143	Tag 18	CDS/P/2MASS/color	13:03:00.64038	-24:07:04.9641	 	 
195.65678805671783	-23.99839212334973	Tag 19	CDS/P/2MASS/color	13:02:37.62913	-23:59:54.2116	 	 
195.8014501877928	-23.99733658346929	Tag 20	CDS/P/2MASS/color	13:03:12.34805	-23:59:50.4117	 	 
195.8534021868481	-23.972726549924467	Tag 21	CDS/P/2MASS/color	13:03:24.81652	-23:58:21.8156	 	 
195.98029283829817	-23.98411290541306	Tag 22	CDS/P/2MASS/color	13:03:55.27028	-23:59:02.8065	 	 
196.02526423440995	-24.22256050074957	Tag 23	CDS/P/2MASS/color	13:04:06.06342	-24:13:21.2178	 	 
195.79333683897934	-24.315109893777635	Tag 24	CDS/P/2MASS/color	13:03:10.40084	-24:18:54.3956	 	 
195.88166717951094	-24.27188369785006	Tag 25	CDS/P/2MASS/color	13:03:31.60012	-24:16:18.7813	 	 
195.89484396021734	-24.25025744396519	Tag 26	CDS/P/2MASS/color	13:03:34.76255	-24:15:00.9268	 	 
196.0148023614905	-24.295853196224527	Tag 27	CDS/P/2MASS/color	13:04:03.55257	-24:17:45.0715	 	 
196.16895956141704	-24.26560421021801	Tag 28	CDS/P/2MASS/color	13:04:40.55029	-24:15:56.1752	 	 
195.79668095890412	-24.373109744370446	Tag 29	CDS/P/2MASS/color	13:03:11.20343	-24:22:23.1951	 	 
195.77575688923454	-24.440785248477393	Tag 30	CDS/P/2MASS/color	13:03:06.18165	-24:26:26.8269	 	 
195.89551714925946	-24.470757540427947	Tag 31	CDS/P/2MASS/color	13:03:34.92412	-24:28:14.7271	 	 
195.95237800015855	-24.43938000630162	Tag 32	CDS/P/2MASS/color	13:03:48.57072	-24:26:21.7680	 	 
195.9188895832818	-24.356280856610844	Tag 33	CDS/P/2MASS/color	13:03:40.53350	-24:21:22.6111	 	 
195.869582265108	-24.518006224302795	Tag 34	CDS/P/2MASS/color	13:03:28.69974	-24:31:04.8224	 	 
195.81916116814514	-24.48576195098921	Tag 35	CDS/P/2MASS/color	13:03:16.59868	-24:29:08.7430	 	 
195.80667274134095	-24.55026055924218	Tag 36	CDS/P/2MASS/color	13:03:13.60146	-24:33:00.9380	 	 
195.8621074727932	-24.56797275323717	Tag 37	CDS/P/2MASS/color	13:03:26.90579	-24:34:04.7019	 	 
195.9749039775709	-24.621566508961457	Tag 38	CDS/P/2MASS/color	13:03:53.97695	-24:37:17.6394	 	 
196.0328761527172	-24.643807723063674	Tag 39	CDS/P/2MASS/color	13:04:07.89028	-24:38:37.7078	 	 
196.1608256840773	-24.65368744736828	Tag 40	CDS/P/2MASS/color	13:04:38.59816	-24:39:13.2748	 	 
196.02733323499174	-24.555236529907024	Tag 41	CDS/P/2MASS/color	13:04:06.55998	-24:33:18.8515	 	 
195.9019454588736	-24.640632248957203	Tag 42	CDS/P/2MASS/color	13:03:36.46691	-24:38:26.2761	 	 
