RA DEC PROB
12.75 -25.0 369.98282939913105
12.96650635094611 -24.625 367.3331801487767
13.183012701892219 -25.0 357.89142677790414
12.96650635094611 -25.375 367.23689618687865
13.399519052838329 -25.375 377.0425341315387
12.53349364905389 -24.625 317.77166056328156
12.53349364905389 -25.375 326.346237978888
12.316987298107781 -25.0 76.44926734773483
12.100480947161671 -24.625 41.68258534194029
12.75 -24.25 0.5044194318297868
