_RAJ2000	_DEJ2000	Label	Plan	RA (ICRS)	DE (ICRS)	X	Y
----------	----------	---------------	----------	-------------	-------------	--------	--------
196.42916498078412	-23.903746035093814	Tag 4	CDS/P/2MASS/color	13:05:42.99960	-23:54:13.4857	 	 
196.45448900425387	-23.936738678086382	Tag 5	CDS/P/2MASS/color	13:05:49.07736	-23:56:12.2592	 	 
196.4124009407437	-23.925520453125852	Tag 6	CDS/P/2MASS/color	13:05:38.97623	-23:55:31.8736	 	 
196.38441612147113	-23.930597303909078	Tag 7	CDS/P/2MASS/color	13:05:32.25987	-23:55:50.1503	 	 
196.5315297342428	-23.916486813212156	Tag 8	CDS/P/2MASS/color	13:06:07.56714	-23:54:59.3525	 	 
196.51372051892085	-23.913343447841523	Tag 9	CDS/P/2MASS/color	13:06:03.29292	-23:54:48.0364	 	 
196.48694568062913	-23.91356473261157	Tag 10	CDS/P/2MASS/color	13:05:56.86696	-23:54:48.8330	 	 
196.52772333090797	-23.93332864738461	Tag 11	CDS/P/2MASS/color	13:06:06.65360	-23:55:59.9831	 	 
196.53681736683842	-23.962183112582146	Tag 12	CDS/P/2MASS/color	13:06:08.83617	-23:57:43.8592	 	 
196.5113838597802	-23.964204909748716	Tag 13	CDS/P/2MASS/color	13:06:02.73213	-23:57:51.1377	 	 
196.58888000418966	-23.889471756289975	Tag 14	CDS/P/2MASS/color	13:06:21.33120	-23:53:22.0983	 	 
196.58201412551637	-23.90361359519891	Tag 15	CDS/P/2MASS/color	13:06:19.68339	-23:54:13.0089	 	 
196.59984876762587	-23.914013107257915	Tag 16	CDS/P/2MASS/color	13:06:23.96370	-23:54:50.4472	 	 
196.61851813189725	-23.888670043424966	Tag 17	CDS/P/2MASS/color	13:06:28.44435	-23:53:19.2122	 	 
196.58159496620124	-23.92521485087982	Tag 18	CDS/P/2MASS/color	13:06:19.58279	-23:55:30.7735	 	 
196.57581007248618	-23.9607606829366	Tag 19	CDS/P/2MASS/color	13:06:18.19442	-23:57:38.7385	 	 
196.60697837651236	-23.97390314155217	Tag 20	CDS/P/2MASS/color	13:06:25.67481	-23:58:26.0513	 	 
196.63040196126184	-23.971531574061732	Tag 21	CDS/P/2MASS/color	13:06:31.29647	-23:58:17.5137	 	 
196.55215379352893	-23.889680335773246	Tag 22	CDS/P/2MASS/color	13:06:12.51691	-23:53:22.8492	 	 
196.59715348174552	-23.993739412505654	Tag 23	CDS/P/2MASS/color	13:06:23.31684	-23:59:37.4619	 	 
196.53974709647807	-23.86165664012618	Tag 24	CDS/P/2MASS/color	13:06:09.53930	-23:51:41.9639	 	 
196.52316877026408	-23.821720582136795	Tag 25	CDS/P/2MASS/color	13:06:05.56050	-23:49:18.1941	 	 
196.49102852683092	-23.811037743724654	Tag 26	CDS/P/2MASS/color	13:05:57.84685	-23:48:39.7359	 	 
196.47171471393034	-23.812524327864924	Tag 27	CDS/P/2MASS/color	13:05:53.21153	-23:48:45.0876	 	 
196.4632739214582	-23.84340952948913	Tag 28	CDS/P/2MASS/color	13:05:51.18574	-23:50:36.2743	 	 
196.47236647379762	-23.881570564821185	Tag 29	CDS/P/2MASS/color	13:05:53.36795	-23:52:53.6540	 	 
196.42983124154975	-23.844295911308752	Tag 30	CDS/P/2MASS/color	13:05:43.15950	-23:50:39.4653	 	 
196.4489942002267	-23.79901098971814	Tag 31	CDS/P/2MASS/color	13:05:47.75861	-23:47:56.4396	 	 
196.51342086932547	-23.796184080239076	Tag 32	CDS/P/2MASS/color	13:06:03.22101	-23:47:46.2627	 	 
196.54361624496954	-23.814584543448767	Tag 33	CDS/P/2MASS/color	13:06:10.46790	-23:48:52.5044	 	 
196.55702383099467	-23.847116371854142	Tag 34	CDS/P/2MASS/color	13:06:13.68572	-23:50:49.6189	 	 
196.58017172397973	-23.855832876215704	Tag 35	CDS/P/2MASS/color	13:06:19.24121	-23:51:20.9984	 	 
196.58204985197796	-23.818778530451176	Tag 36	CDS/P/2MASS/color	13:06:19.69196	-23:49:07.6027	 	 
196.55536681714506	-23.800839840139286	Tag 37	CDS/P/2MASS/color	13:06:13.28804	-23:48:03.0234	 	 
196.57906841085816	-23.802897120597077	Tag 38	CDS/P/2MASS/color	13:06:18.97642	-23:48:10.4296	 	 
196.582618917562	-23.787700429799678	Tag 39	CDS/P/2MASS/color	13:06:19.82854	-23:47:15.7215	 	 
