RA DEC PROB
12.75 -25.0 380.37324835562947
12.96650635094611 -24.625 387.64559996645784
13.183012701892219 -25.0 369.4725277491748
12.96650635094611 -25.375 361.0435302039408
13.399519052838329 -25.375 375.72450685237106
12.53349364905389 -24.625 315.61936976806
12.53349364905389 -25.375 145.13544654777104
12.316987298107781 -25.0 145.38658125018537
12.100480947161671 -24.625 119.78478682530186
12.75 -24.25 2.055439789011502
