RA DEC MAG_R MAG_G MAG_Z FLUX_R FLUX_G FLUX_Z FIBERFLUX_G FIBERFLUX_R FIBERFLUX_Z MW_TRANSMISSION_G MW_TRANSMISSION_R MW_TRANSMISSION_Z FLUX_IVAR_G FLUX_IVAR_R FLUX_IVAR_Z GAIA_PHOT_G_MEAN_MAG GAIA_PHOT_G_MEAN_MAG_1 MASKBITS FRACMASKED_G FRACMASKED_R FRACMASKED_Z FRACFLUX_G FRACFLUX_R FRACFLUX_Z FRACIN_G FRACIN_R FRACIN_Z NOBS_G NOBS_R NOBS_Z PROB LOCAL SEP
12.71342162662698 -24.79822671967231 19.614561 21.227098 18.748735 14.26184 3.22969 31.659618 1.0504587 4.6386724 10.297311 0.95742816 0.9711199 0.9837416 1460.6127 598.269 184.37663 0.0 0.0 0 0.018176688 0.004225414 0.0047149872 0.000804767 0.00051942 0.00010219683 0.99637854 0.91642153 0.9951888 13 11 19 0.9931625499831684 True 0.0683838722171777
13.0322137271567 -24.27890492956164 18.371948 19.031536 17.84983 44.794117 24.399769 72.45484 2.6854024 4.929974 7.9742723 0.9420923 0.9606141 0.9777745 398.9756 223.5133 85.626724 0.0 0.0 0 0.0037635362 0.0004976772 0.0030230097 0.0022169792 0.0032550413 0.005939245 0.8251909 0.8841807 0.970298 10 9 18 0.5755722421796472 True 0.6593802410406844
13.60703738515315 -25.1589469669552 19.555153 21.47857 18.369743 15.063957 2.561957 44.885162 0.55060405 3.2374768 9.646514 0.9453688 0.9628633 0.9790544 685.5246 308.74777 83.8152 0.0 0.0 0 0.04451508 0.04998866 0.032326028 0.23920804 0.16917276 0.1661556 0.91652673 0.9089988 0.9522187 11 10 20 0.5872558143025197 True 0.9180670619045072
12.60987964921047 -25.95981872766744 19.984661 20.496897 19.589352 10.142272 6.327637 14.596866 2.6618674 4.266582 6.1405106 0.95593506 0.97009945 0.98316324 3236.512 1500.6659 332.3206 0.0 0.0 0 0.002613602 0.011177581 0.0044754157 0.0037514686 0.004795252 0.0025930563 0.88202614 0.9350641 0.9590151 17 16 21 0.563150135826344 True 1.1188951734113055
12.99309026501838 -24.06852259372987 19.985071 21.103605 19.312925 10.138451 3.6187427 18.829126 1.0816827 3.0304964 5.6282363 0.95692724 0.9707776 0.9835476 1262.7821 603.59106 254.21298 0.0 0.0 0 0.0033731514 0.021174368 0.07775933 0.09799546 0.06288155 0.08130279 0.938462 0.99630946 0.8927259 14 10 26 0.5032920561289242 True 0.8324113844249537
13.61071186040541 -24.89651045578536 18.04932 18.420046 17.717276 60.29373 42.853054 81.86338 4.9813623 7.0087166 9.516034 0.94988 0.965956 0.98081213 324.18048 220.74138 79.57431 0.0 0.0 0 0.025034202 0.0014594168 0.006521635 0.05673324 0.029967587 0.007848895 0.9999436 0.9999442 0.9997514 11 10 21 0.5232837349548445 True 0.8684099447058365
13.40532185946185 -24.43446984760726 17.423073 18.279747 16.724586 107.34235 48.764217 204.25145 6.7429767 14.842993 28.243307 0.9473507 0.96422255 0.9798273 309.63882 162.06926 126.00723 0.0 0.0 0 0.0078405095 0.0007541834 0.009655531 0.000752516 0.003790768 0.0034023554 0.9090909 0.8959418 0.9647479 10 9 29 0.4627984189195464 True 0.7950841931029902
13.144705865526 -25.17912939245069 18.007946 18.5671 17.565226 62.63562 37.424843 94.169365 10.964733 18.350988 27.589746 0.9451 0.9626789 0.9789495 483.02194 303.34088 132.41557 0.0 0.0 0 0.0030548621 0.0057108244 0.036371615 0.0033462008 0.006234951 0.0032169735 0.768047 0.7533681 0.8889198 10 10 16 0.8841754655647239 True 0.5568569409549211
12.51954079882318 -25.84445464959443 18.701147 19.164667 18.407223 33.07815 21.584053 43.36219 5.2528524 8.05014 10.552939 0.9561743 0.970263 0.9832559 1418.3113 722.019 246.9768 0.0 0.0 0 0.035442013 0.004712983 0.0050127367 0.0039867987 0.0045757834 0.0027190086 0.93334335 0.9499723 0.9653267 21 19 31 0.5844775463971127 True 1.010197190686278
12.9732335784038 -24.97449961619268 18.455988 18.783237 18.221148 41.4577 30.669403 51.46847 2.5082283 3.3905249 4.2092333 0.9414292 0.9601586 0.9775151 281.84808 163.27051 18.339722 0.0 0.0 0 0.0015758676 0.007965884 0.023944184 0.10624693 0.08831897 0.13344781 0.91797554 0.91663325 0.46813592 12 11 10 0.922798099668912 True 0.3173899916065901
12.87507130110032 -25.13586441201823 18.79222 19.311138 18.469097 30.41669 18.860128 40.960133 2.1729763 3.5044696 4.719236 0.95043176 0.96633387 0.98102677 612.65344 383.24985 74.6276 0.0 0.0 0 0.009121316 0.0013887186 0.002656084 0.059096895 0.037421837 0.017743718 0.9301194 0.9819443 1.0000001 15 15 18 0.9602715857344432 True 0.3551863338136964
