_RAJ2000	_DEJ2000	Label	Plan	RA (ICRS)	DE (ICRS)	X	Y
----------	----------	---------------	----------	-------------	-------------	--------	--------
318.6653444375811	4.8116050866281785	Tag 1	CDS/P/2MASS/color	21:14:39.68267	+04:48:41.7783	 	 
318.7288599963615	4.841300349096461	Tag 9	CDS/P/2MASS/color	21:14:54.92640	+04:50:28.6813	 	 
318.6440070571903	4.841810719884107	Tag 10	CDS/P/2MASS/color	21:14:34.56169	+04:50:30.5186	 	 
318.81077546829454	4.89370085257393	Tag 12	CDS/P/2MASS/color	21:15:14.58611	+04:53:37.3231	 	 
318.95884655710955	4.8385069305410315	Tag 13	CDS/P/2MASS/color	21:15:50.12317	+04:50:18.6249	 	 
318.765083491305	4.808666752525844	Tag 14	CDS/P/2MASS/color	21:15:03.62004	+04:48:31.2003	 	 
318.70351557825995	4.7609460673899955	Tag 16	CDS/P/2MASS/color	21:14:48.84374	+04:45:39.4058	 	 
318.3324231544747	4.7077477576492495	Tag 17	CDS/P/2MASS/color	21:13:19.78156	+04:42:27.8919	 	 
318.2905001955293	4.788451279352538	Tag 18	CDS/P/2MASS/color	21:13:09.72005	+04:47:18.4246	 	 
318.24251821574603	4.81889039735583	Tag 24	CDS/P/2MASS/color	21:12:58.20437	+04:49:08.0054	 	 
318.3202364492942	4.942547159689222	Tag 27	CDS/P/2MASS/color	21:13:16.85675	+04:56:33.1698	 	 
318.17026454380766	4.641933522582447	Tag 29	CDS/P/2MASS/color	21:12:40.86349	+04:38:30.9607	 	 
318.9479778156502	5.0090232308859415	Tag 32	CDS/P/2MASS/color	21:15:47.51468	+05:00:32.4836	 	 
318.8296594124506	5.062210660409486	Tag 33	CDS/P/2MASS/color	21:15:19.11826	+05:03:43.9584	 	 
318.75787053055785	5.032419788583892	Tag 36	CDS/P/2MASS/color	21:15:01.88893	+05:01:56.7112	 	 
318.3028098349917	4.614801624321457	Tag 38	CDS/P/2MASS/color	21:13:12.67436	+04:36:53.2858	 	 
318.2794005280723	4.6111172594963525	Tag 39	CDS/P/2MASS/color	21:13:07.05613	+04:36:40.0221	 	 
318.28975542573613	4.657280634010647	Tag 40	CDS/P/2MASS/color	21:13:09.54130	+04:39:26.2103	 	 
318.0521722567204	4.612142106857046	Tag 41	CDS/P/2MASS/color	21:12:12.52134	+04:36:43.7116	 	 
318.0660333774616	4.576245092688575	Tag 43	CDS/P/2MASS/color	21:12:15.84801	+04:34:34.4823	 	 
318.1051111630868	4.5386430010049565	Tag 44	CDS/P/2MASS/color	21:12:25.22668	+04:32:19.1148	 	 
317.9691785003392	4.61587672424895	Tag 45	CDS/P/2MASS/color	21:11:52.60284	+04:36:57.1562	 	 
317.93496548463673	4.632585271765379	Tag 46	CDS/P/2MASS/color	21:11:44.39172	+04:37:57.3070	 	 
317.9965922996912	4.666463573511566	Tag 48	CDS/P/2MASS/color	21:11:59.18215	+04:39:59.2689	 	 
318.138555162471	4.61494323117454	Tag 50	CDS/P/2MASS/color	21:12:33.25324	+04:36:53.7956	 	 
318.06656045169217	4.480699140870893	Tag 52	CDS/P/2MASS/color	21:12:15.97451	+04:28:50.5169	 	 
318.0417844632092	4.404472246366893	Tag 53	CDS/P/2MASS/color	21:12:10.02827	+04:24:16.1001	 	 
318.03241695994194	4.3530820894297655	Tag 54	CDS/P/2MASS/color	21:12:07.78007	+04:21:11.0955	 	 
317.9770937405678	4.247563487950365	Tag 55	CDS/P/2MASS/color	21:11:54.50250	+04:14:51.2286	 	 
318.01748824430285	4.292990622377171	Tag 57	CDS/P/2MASS/color	21:12:04.19718	+04:17:34.7662	 	 
318.0630395528424	4.257050485119192	Tag 58	CDS/P/2MASS/color	21:12:15.12949	+04:15:25.3817	 	 
318.121260490654	4.227031817936309	Tag 59	CDS/P/2MASS/color	21:12:29.10252	+04:13:37.3145	 	 
318.1089853888112	4.31708708770647	Tag 60	CDS/P/2MASS/color	21:12:26.15649	+04:19:01.5135	 	 
318.1236427725888	4.3510545658257715	Tag 61	CDS/P/2MASS/color	21:12:29.67427	+04:21:03.7964	 	 
318.1038379080927	4.399242486725725	Tag 62	CDS/P/2MASS/color	21:12:24.92110	+04:23:57.2730	 	 
317.98380172645597	4.4304395041886675	Tag 63	CDS/P/2MASS/color	21:11:56.11241	+04:25:49.5822	 	 
317.95845140590245	4.406342151876395	Tag 64	CDS/P/2MASS/color	21:11:50.02834	+04:24:22.8317	 	 
317.92478395245087	4.381847262143899	Tag 65	CDS/P/2MASS/color	21:11:41.94815	+04:22:54.6501	 	 
317.9798539435202	4.3285348505495085	Tag 66	CDS/P/2MASS/color	21:11:55.16495	+04:19:42.7255	 	 
317.9485356488859	4.47348657222952	Tag 67	CDS/P/2MASS/color	21:11:47.64856	+04:28:24.5517	 	 
318.0946478897828	5.3520382098420685	Tag 69	CDS/P/2MASS/color	21:12:22.71549	+05:21:07.3376	 	 
318.1977805779027	5.312863583794985	Tag 70	CDS/P/2MASS/color	21:12:47.46734	+05:18:46.3089	 	 
318.1922499443442	5.270276267398094	Tag 71	CDS/P/2MASS/color	21:12:46.13999	+05:16:12.9946	 	 
317.973223178891	5.327654524814929	Tag 72	CDS/P/2MASS/color	21:11:53.57356	+05:19:39.5563	 	 
317.9507936875947	5.392565898769987	Tag 73	CDS/P/2MASS/color	21:11:48.19049	+05:23:33.2372	 	 
317.92941820808306	5.304981069792461	Tag 74	CDS/P/2MASS/color	21:11:43.06037	+05:18:17.9319	 	 
318.1018960661093	5.3832920601581815	Tag 75	CDS/P/2MASS/color	21:12:24.45506	+05:22:59.8514	 	 
318.19951813029695	5.357856140642526	Tag 76	CDS/P/2MASS/color	21:12:47.88435	+05:21:28.2821	 	 
318.204178094825	5.564358194085745	Tag 78	CDS/P/2MASS/color	21:12:49.00274	+05:33:51.6895	 	 
318.27175347895184	5.5248761686884515	Tag 80	CDS/P/2MASS/color	21:13:05.22083	+05:31:29.5542	 	 
318.1282431235783	5.604870699580875	Tag 81	CDS/P/2MASS/color	21:12:30.77835	+05:36:17.5345	 	 
318.07554367080616	5.53058874138408	Tag 82	CDS/P/2MASS/color	21:12:18.13048	+05:31:50.1195	 	 
318.4706296461307	5.499989452537212	Tag 83	CDS/P/2MASS/color	21:13:52.95112	+05:29:59.9620	 	 
318.44323585615194	5.435614867184402	Tag 84	CDS/P/2MASS/color	21:13:46.37661	+05:26:08.2135	 	 
318.3936573608186	5.554906924136019	Tag 85	CDS/P/2MASS/color	21:13:34.47777	+05:33:17.6649	 	 
318.34683201776915	5.585324846920987	Tag 86	CDS/P/2MASS/color	21:13:23.23968	+05:35:07.1694	 	 
318.259522767901	5.58255893129211	Tag 87	CDS/P/2MASS/color	21:13:02.28546	+05:34:57.2122	 	 
318.2647392006099	5.6741540882265395	Tag 88	CDS/P/2MASS/color	21:13:03.53741	+05:40:26.9547	 	 
318.1838341703674	5.679607632166116	Tag 89	CDS/P/2MASS/color	21:12:44.12020	+05:40:46.5875	 	 
318.12484777896566	5.700896080966635	Tag 90	CDS/P/2MASS/color	21:12:29.96347	+05:42:03.2259	 	 
318.17756532958305	5.741156977573033	Tag 91	CDS/P/2MASS/color	21:12:42.61568	+05:44:28.1651	 	 
