RA DEC MAG_R MAG_G MAG_Z FLUX_R FLUX_G FLUX_Z FIBERFLUX_G FIBERFLUX_R FIBERFLUX_Z MW_TRANSMISSION_G MW_TRANSMISSION_R MW_TRANSMISSION_Z FLUX_IVAR_G FLUX_IVAR_R FLUX_IVAR_Z GAIA_PHOT_G_MEAN_MAG GAIA_PHOT_G_MEAN_MAG_1 MASKBITS FRACMASKED_G FRACMASKED_R FRACMASKED_Z FRACFLUX_G FRACFLUX_R FRACFLUX_Z FRACIN_G FRACIN_R FRACIN_Z NOBS_G NOBS_R NOBS_Z PROB LOCAL SEP
318.8409114354026 5.983741124462575 19.458004 20.472954 18.681812 16.473988 6.468726 33.67247 2.0069954 5.111241 10.447264 0.777338 0.84394306 0.90945876 596.28314 150.9458 36.53131 0.0 0.0 0 0.002874619 0.0015194427 0.0020641014 0.19310588 0.053874217 0.039151125 0.99999994 1.0 0.99999976 4 3 3 0.5477443073888693 True 0.9427080472320162
317.9250202226198 4.539305715715117 19.357143 20.571775 18.453676 18.077663 5.905948 41.546024 0.79692394 2.4393244 5.606047 0.7523557 0.8255755 0.89833355 527.25903 135.47374 29.9298 0.0 0.0 0 0.002650309 0.0018757286 0.0019064199 0.10870926 0.11793894 0.11146612 0.9997723 0.9998292 0.9998248 5 4 4 0.5551203137203593 True 0.7674194056795077
318.0220477154906 5.306657423325417 19.948778 21.451216 18.949453 10.483079 2.6273234 26.315933 0.81615055 3.256459 8.174769 0.70394343 0.78940356 0.8761004 548.538 154.003 30.021574 0.0 0.0 0 0.012025037 0.008373966 0.006834555 0.007640747 0.004936909 0.002962875 0.9995387 0.99965584 0.9997494 4 3 3 0.838328190046553 True 0.3735270369434044
318.3418300860881 4.573221136986497 18.886185 20.333954 17.901056 27.895002 7.352215 69.11587 1.152258 4.3717766 10.832017 0.717115 0.79932314 0.8822414 209.29335 53.09034 9.297737 0.0 0.0 0 0.12611115 0.0064793853 0.0054350444 0.048197873 0.038721267 0.0077555156 0.7606111 0.6667932 0.660024 3 2 2 0.9126465530463856 True 0.5932979874046146
317.9904081229387 4.490469606519099 19.80419 20.428492 19.478207 11.976343 6.7391267 16.17026 3.09513 5.5004663 7.4266376 0.7731786 0.84089845 0.9076221 1079.9813 347.25372 91.43264 0.0 0.0 0 0.0034952792 0.0026431389 0.0026738455 0.0041931584 0.0010347858 0.0010370759 0.9971215 0.99801356 0.99794394 5 4 4 0.5780530660667318 True 0.7739629145124642
317.9374262946241 6.033065734492422 19.916752 21.526083 18.958487 10.7969 2.4522626 26.09788 1.1941584 5.2576785 12.708673 0.68607306 0.77584785 0.8676532 1233.9253 334.99762 74.2091 0.0 0.0 0 0.0036563629 0.002686461 0.07814376 0.017976897 0.0038400213 0.0021225505 0.99999994 0.9999999 0.9999954 6 5 5 0.8868728009991094 True 0.967810923325762
318.4922100096053 4.496406466576222 19.868063 20.510172 19.469734 11.292102 6.2507324 16.296953 1.0629135 1.9201795 2.7712355 0.7601945 0.83135986 0.9018488 342.41397 101.16956 17.935514 0.0 0.0 0 0.012309985 0.00966611 0.008777481 0.08401427 0.07171351 0.060473114 0.99502236 0.9961593 0.9971116 4 3 3 0.9638822066542468 True 0.6805521167575891
318.1325486018006 4.641064127928363 18.86072 19.585089 18.23394 28.55695 14.65428 50.865612 2.5444891 4.9584727 8.832027 0.7175281 0.7996333 0.8824329 280.8616 82.69377 17.265678 0.0 0.0 0 0.0039565424 0.040989727 0.0020451583 0.48881805 0.313978 0.1851192 0.99914914 0.99933696 0.99943054 4 3 3 0.7183079992394323 True 0.5755132124366675
318.2404787852698 4.48853126152243 19.700497 20.661575 19.039267 13.176546 5.4371343 24.226665 0.9110924 2.207974 4.0596256 0.7345613 0.812371 0.89026815 332.64053 93.08254 16.597094 0.0 0.0 0 0.011235658 0.009940671 0.008753618 0.033370666 0.022539688 0.017687833 1.0 1.0 1.0 4 3 3 0.7514194613816155 True 0.6894535894037679
318.1200536109853 6.066079283001684 19.73183 20.74619 19.0348 12.801709 5.0294933 24.326529 1.807602 4.6009398 8.742965 0.7301527 0.8090835 0.8882512 745.63257 281.38077 47.641415 0.0 0.0 0 0.015797645 0.0024535453 0.005676344 0.0015073585 0.0005531831 0.0014618516 0.85493004 0.97851855 0.8127669 5 5 3 0.9657271021587056 True 0.9337571033572756
317.5958899328247 5.515370361966431 19.634697 21.070618 18.719572 13.999773 3.7303777 32.521545 0.581349 2.1817508 5.068218 0.641203 0.7412918 0.8458201 316.0924 97.76417 21.935284 0.0 0.0 0 0.01315319 0.012336798 0.031793233 0.3532087 0.15318602 0.07295853 0.99743485 0.99733627 0.9946942 4 4 4 0.5027822674008171 True 0.8456466671262428
318.9502720839549 5.755759689216128 19.521881 20.456182 18.79667 15.532718 6.5694203 30.292233 1.5367382 3.6334593 7.0860486 0.75968975 0.830988 0.90162313 711.49646 177.8399 39.674847 0.0 0.0 2304 0.0060285544 0.0067357253 0.0048974827 0.0 0.0 0.0 0.99864954 0.9992195 0.99879164 6 4 4 0.5361149402557317 True 0.8257386150329773
318.3299049801172 5.763984923193158 19.986769 21.347912 19.181538 10.122609 2.8895845 21.251266 1.3251203 4.642077 9.745513 0.73344165 0.8115367 0.8897566 1116.8871 199.36699 47.548054 0.0 0.0 0 0.007650685 0.0070090475 0.010036616 0.00030976534 7.966645e-05 0.00013506977 0.8306143 0.7478497 0.9958942 5 3 3 0.9685017153290124 True 0.5994053289569866
318.66805883492 5.100971870831359 18.571304 19.376537 17.95877 37.28021 17.757645 65.53778 4.1462398 8.704571 15.302443 0.7100061 0.7939769 0.8789359 218.02628 62.439705 15.448488 0.0 0.0 2048 0.06425421 0.07564458 0.06869372 0.24834946 0.20332213 0.13672867 0.96870124 0.9704729 0.9551366 4 3 3 0.8652174089126672 True 0.3043589512974536
317.8730609173066 5.892250714494865 19.846828 21.309885 18.95799 11.515125 2.9925838 26.10979 1.4073818 5.4154463 12.279169 0.65537155 0.75228643 0.85281444 478.90222 205.13913 47.392323 0.0 0.0 0 0.0077496725 0.0054983636 0.0053289323 0.033772927 0.020228751 0.015648415 1.0 0.9999999 1.0 3 3 3 0.8296879556859749 True 0.8783460718696774
318.9088831306602 4.705840967892525 19.572905 21.38465 18.606354 14.819649 2.7934482 36.09592 1.0369111 5.500964 13.398588 0.7185968 0.8004353 0.8829279 702.23846 186.14067 40.089645 0.0 0.0 0 0.013262765 0.029221056 0.011373349 0.020754294 0.006995314 0.003653784 0.9932241 0.9878373 0.99752843 5 4 4 0.7722499225200584 True 0.7075231837247324
318.2515876817254 4.718138896958026 19.875101 21.357428 19.029366 11.219138 2.8643675 24.4486 1.6245011 6.362837 13.865811 0.6911689 0.77972496 0.87007576 986.53503 275.3263 62.294876 0.0 0.0 0 0.0020782736 0.001700917 0.0012478818 0.39193857 0.13749348 0.096335635 1.0 1.0 0.9999999 4 3 3 0.8762241143370351 True 0.462906925839866
318.6896507825842 4.416351807732698 17.312412 17.964825 16.771967 118.85992 65.173416 195.52977 4.809862 8.771979 14.430289 0.76947194 0.8381808 0.90598017 96.91811 22.710728 4.6434946 0.0 0.0 0 0.0011388308 0.0007831388 0.0007652577 0.04356049 0.034225903 0.026840473 0.99995154 0.99996483 0.66663915 3 2 2 0.9373566516536588 True 0.814656147321048
317.8327902143413 4.858433508265436 19.562696 20.187437 19.138685 14.959659 8.414435 22.106815 1.2570592 2.234871 3.302607 0.6838043 0.77411866 0.86657095 469.4685 145.38307 35.604393 0.0 0.0 0 0.010017712 0.0007223202 0.0006297971 0.14140879 0.17618701 0.22343162 0.9999892 0.99999255 0.9999907 6 5 5 0.5587416276681547 True 0.6168730064787787
318.6193979934451 5.304245195707476 19.214172 20.640265 18.256071 20.622 5.544908 49.839222 2.0502832 7.625183 18.428532 0.7249882 0.8052241 0.8858786 485.5174 131.3544 28.752075 0.0 0.0 0 0.0036660484 0.0035382991 0.003205399 0.03546975 0.01978243 0.010809995 0.99864006 0.99890006 0.9989029 4 3 3 0.8620286434630644 True 0.2846962057790006
317.9592208279671 5.273653125950993 19.165684 20.335846 18.383472 21.56385 7.33942 44.321175 2.126389 6.2475147 12.840804 0.7051563 0.79031956 0.87666893 180.93346 61.153866 13.309376 0.0 0.0 0 0.049168814 0.046001382 0.04358976 0.81901705 0.11193559 0.060787246 0.44807994 0.6589759 0.49436027 2 2 2 0.7982254807464867 True 0.4225373604355797
318.9888823862985 4.939706252119968 19.96454 20.583557 19.497238 10.331984 5.842209 15.889291 0.6794722 1.201651 1.8479879 0.7063871 0.79124844 0.8772451 253.96884 91.84701 16.366295 0.0 0.0 0 0.020367838 0.020463074 0.017364178 0.10939005 0.1352489 0.22148009 0.8322656 0.79979086 0.7996631 5 4 4 0.6630660295949222 True 0.6572064795717021
318.0363480381482 4.513396750852405 19.857897 20.545826 19.363092 11.398334 6.0488095 17.978895 2.4862995 4.685165 7.3900356 0.7690615 0.8378796 0.9057981 490.1923 150.20154 33.029953 0.0 0.0 0 0.0058886018 0.0034506728 0.002680253 0.008380388 0.0026182218 0.0021032086 0.9999486 0.99996626 0.9999668 3 2 2 0.6000902155540687 True 0.7321512358337924
318.7028829495396 4.916865991566766 19.981024 20.570492 19.57983 10.17631 5.912935 14.725432 0.40876135 0.7034886 1.0179696 0.70768905 0.79223055 0.877854 133.73074 37.506454 7.983464 0.0 0.0 0 0.10048779 0.065261 0.08924817 0.004360513 0.012968583 0.021207077 0.7964312 0.75639904 0.9866885 4 3 4 0.8993571196619885 True 0.4151165856662933
